AVELGEM;ELEKTRICITEIT;S21;680378.96;677840.51;667139.24;654378.68;687059.69;686650.11;763186.61;739622.87;851831.51;832616.71;758072.52;725216.85;665979.29;Regio 1
AVELGEM;ELEKTRICITEIT;S22;432792.15;436001.31;440974.3;423237.69;474793.57;537359.82;695710.54;740792.57;867010.45;804931.22;663659.15;542268.66;431285.7;Regio 1
BAARLE-HERTOG;AARDGAS;S31;13057.5;11426.22;11220.56;11680.61;30188.74;49876.01;57566.82;69512.2;93247.5;68900.33;43107.55;28824.93;12986.9;Regio 1
BAARLE-HERTOG;AARDGAS;S32;25008.55;19801.18;21767.89;23483.24;54444.54;88098.09;107729.25;121863.78;157902.23;130740.23;90715.44;72776.24;43232.77;Regio 1
BAARLE-HERTOG;AARDGAS;S41;56851.92;41077.5;33613.77;38638.2;137786.11;242961.95;299190.43;344540.02;470825.22;385615.66;244777.21;163737.86;63028.3;Regio 1
BAARLE-HERTOG;ELEKTRICITEIT;S10;60264.89;56225.36;58832.63;58194.91;49657.85;43427.03;49300.71;38384.53;47154.21;48098.03;44072.58;36444.84;35346.66;Regio 1
BAARLE-HERTOG;ELEKTRICITEIT;S11;175489.19;169522.63;169842.65;175875.83;175103.18;183369.81;201438.59;194776.13;218863.52;213183.96;189083.87;200885.22;188380.03;Regio 1
BAARLE-HERTOG;ELEKTRICITEIT;S12;19959.13;17098.41;19199.16;19522.76;19092.77;19649.82;22891.74;27828.2;32077.36;32062.33;29939.4;47071.51;45321.83;Regio 1
BAARLE-HERTOG;ELEKTRICITEIT;S21;279550.37;277767.99;275717.82;271678.06;285605.99;285352.91;317909.83;311828.11;356366.9;349466.45;319744.51;305066.95;280514.17;Regio 1
BAARLE-HERTOG;ELEKTRICITEIT;S22;30151.25;29005.45;26920.8;26846.05;29971.52;34266.46;44421.09;47729.68;58502.89;58048.98;49385.61;42902.38;34350.45;Regio 1
BAARLE-NASSAU;ELEKTRICITEIT;S10;51188.65;53803.45;51629.42;47913.39;47392.65;47136.94;50691.63;46744.94;47536.5;43587.75;42697.89;43958.81;45728.84;Regio 1
BAARLE-NASSAU;ELEKTRICITEIT;S11;277.18;265.79;265.04;275.01;275.17;286.85;325.43;315.29;352.61;265.46;239.25;219.85;203.08;Regio 1
BAARLE-NASSAU;ELEKTRICITEIT;S21;2156.04;2150.19;2129.03;2106.54;2215.09;2211.56;2466.76;2384.42;2740.63;2687.83;2452.3;2233.88;2051.95;Regio 1
BALEN;AARDGAS;S30;1319704.92;1013024.56;541741.51;1115899.05;1351184.58;1496725.1;1371313.47;1438734.02;1573752.65;1017283.49;1283878.59;1277470.32;1183519.9;Regio 1
BALEN;AARDGAS;S31;371478.31;342697.82;328921.21;326422.06;872414.77;1431747.97;1671009.93;1892004.21;2543279.21;1983008.67;1381460.25;907352.4;402889.16;Regio 1
BALEN;AARDGAS;S32;250172.04;201845.22;177746.17;194271.12;495074.8;760919.51;908108.95;1001260.93;1295624.7;1067195.82;659064.25;510669.22;244115.56;Regio 1
